,OBJECTID,Petition,Petitioner,FromZone,ToZone,Type,SPA,Overlay,INNOV,Acres,PetAcres,Water,Sewer,CityLimit,ZoningMap,ODZ,CCW,ServiceArea,LuseStaff,UrbanDesign,RezoneStaff,Consistent,ProtestPet,Received,Approved,Decision,Hyperlink,Corrective,Propluse,AdminAppr,AdminApprD,AdminApprP,AdminApprC,SFLOTS,THUNITS,CONDOS,APT,TOTUNITS,OFFICE,RETAIL,HOTELRMS,PARKING,OPENSP,ACRESITE,SHAPESTArea,SHAPESTLength,centroid,lat,lng
3745,569449,1996-090,,R-22MF,R-5,,no,,,,,,,,,,,,,,,,,,1997/03/17 00:00:00+00,App,,,,,,,,,,,,,,,,,,,4013501.271240234,11748.360178786686,"{'lng': -80.95418357583405, 'lat': 35.284571085360774}",35.284571085360774,-80.95418357583405
3746,569450,2004-053,Citiline LLC,R-17MF(CD),UR-2(CD),CD,no,,,2.2356,4.96,CMUD,CMUD,YES,147,114,,South,Main_Kent,Dixon_Bridget,Manes_Tim,YES,Yes,2003/02/23 00:00:00+00,2004/06/21 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2004/2004-053%20approved%20site%20plan.pdf,,,,,,,,,,,,,,,,,,97383.5620727539,1556.7146178416135,"{'lng': -80.83171850159864, 'lat': 35.14532913794194}",35.14532913794194,-80.83171850159864
3747,569451,2018-009,Andrew J. Kalinoski,CC,B-1 TS,NC,no,none,NO,2.19,2.19,CMUD,CMUD,YES,58,,Corridor,East,Mandy Rosen,Monica Holmes,Sanders_Sonja,,,2018/01/22 00:00:00+00,2018/06/18 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2018Petitions/Pages/2018-009.aspx,,,,,,,,,,,,,,,,,,118775.81005859375,1524.6463150092236,"{'lng': -80.75288210511661, 'lat': 35.31298055161647}",35.31298055161647,-80.75288210511661
3748,569452,1990-092,,R-15PUD,R-15PUD,,SPA,,,,,,,,,,,,,,,,,,1991/07/01 00:00:00+00,App,,,,,,,,,,,,,,,,,,,184090.5646972656,1705.6119968084356,"{'lng': -80.78047601799845, 'lat': 35.10872567398102}",35.10872567398102,-80.78047601799845
3749,569453,1996-043(C),,R-3,R-4(CD),,no,,,,,,,,,,,,,,,,,,1997/02/11 00:00:00+00,App,,,,,,,,,,,,,,,,,,,1818563.4915771484,8325.689400473833,"{'lng': -80.71516762178399, 'lat': 35.287438403461096}",35.287438403461096,-80.71516762178399
3750,569454,1990-084,,O-15(CD),O-15(CD),,SPA,,,,,,,,,,,,,,,,,,1990/12/17 00:00:00+00,App,,,,,,,,,,,,,,,,,,,58305.4619140625,1144.833093632299,"{'lng': -80.75997994451939, 'lat': 35.21063129926919}",35.21063129926919,-80.75997994451939
3751,569455,2017-156,Mark Miller,I-2,MUDD-O,CD,no,none,NO,3.81,3.81,CMUD,CMUD,YES,87,,Corridor,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,,,2017/09/25 00:00:00+00,2018/02/19 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2017Petitions/Pages/2017-156.aspx,,,,,,,,,,,,,,,,,,187394.9888305664,2165.772874474187,"{'lng': -80.87469107950997, 'lat': 35.23495282385501}",35.23495282385501,-80.87469107950997
3752,569456,2011-007,"Medical Facilities of North Carolina, Inc.",INST(CD),INST(CD),CD,SPA,LLWPA,NO,9.05,9.05,CMUD,CMUD,YES,81,187,Wedge,Northwest,McCullough_Melony,Goodwin_Alan,,,,2010/11/22 00:00:00+00,2011/03/21 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2010_Petitions/Pages/2011-007.aspx,,Inst,,,,,,,,,,,,,,,,412504.7619628906,2875.979381173126,"{'lng': -80.92266869073521, 'lat': 35.26087113108318}",35.26087113108318,-80.92266869073521
3753,569457,1986-005(C),,,R-20MF(INNOV),, ,,,,,,,,,,,,,,,,,,1986/06/16 00:00:00+00,,,,,,,,,,,,,,,,,,,,1298800.7770996094,4624.65474582249,"{'lng': -80.8000114261159, 'lat': 35.03469554452308}",35.03469554452308,-80.8000114261159
3754,569458,1991-061,,R-6MF,B-1(CD),,no,,,,,,,,,,,,,,,,,,1991/11/18 00:00:00+00,App,,,,,,,,,,,,,,,,,,,24668.838256835938,632.6551537971883,"{'lng': -80.87998456927579, 'lat': 35.22506310801833}",35.22506310801833,-80.87998456927579
3755,569459,2001-010,,UMUD,UMUD-O,,no,,,,,,,,,,,,,,,,,,2001/03/19 00:00:00+00,App,,,,,,,,,,,,,,,,,,,19114.25225830078,916.6602229202882,"{'lng': -80.83835428715155, 'lat': 35.227390623462135}",35.227390623462135,-80.83835428715155
3756,569460,2002-129,,R-17MF,MUDD-O,,no,,,,,,,,,,,,,,,,,,2003/01/21 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2002/2002-129%20approved%20site%20plan.pdf,,,,,,,,,,,,,,,,,,1128957.6583862305,5473.158998016151,"{'lng': -80.82468263656367, 'lat': 35.15726909812395}",35.15726909812395,-80.82468263656367
3757,569461,2019-102,City of Charlotte,B-1,TOD-NC,NC,no,none,NO,1772.0,1772.0,CMUD,CMUD,YES,89,,Corridor,East,Travis Johnson,Grant Meacci,Will Linville,,,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-102.aspx,,,,,,,,,,,,,,,,,,4024.5299682617188,367.54668666406883,"{'lng': -80.80577748600852, 'lat': 35.24727020032849}",35.24727020032849,-80.80577748600852
3758,569462,2020-020,RIAB Properties LLC,R-3,O-2,NC,no,none,NO,2.9619999999999997,2.9619999999999997,CMUD,CMUD,YES,149,,Corridor,West,Alberto Gonzalez,Grant Meacci,Lisa Arnold,,,2019/12/23 14:10:06+00,2020/06/15 00:00:00+00,App,https://charlottenc.gov/planning/rezoning/pages/home.aspx,,,,,,,,,,,,,,,,,,27891.58264160156,748.4429309173813,"{'lng': -80.91787456107082, 'lat': 35.14218995235633}",35.14218995235633,-80.91787456107082
3759,569463,1993-091B,,"R-22MF, O-2, R-43MF",R-8,,no,,,,,,,,,,,,,,,,,,1993/10/25 00:00:00+00,App,,,,,,,Joe Taylor researched for Marci Sigmon to digitize. Joe's research map in Rezoning File.,,,,,,,,,,,,980884.565612793,7123.4229605134615,"{'lng': -80.86435272729727, 'lat': 35.21469085989793}",35.21469085989793,-80.86435272729727
3760,569464,2019-034,United Community School,INST(CD),INST(CD),CD,SPA,none,NO,10.0,10.0,CMUD,CMUD,YES,72,,Corridor,East,Amanda Avari,Grant Meacci,Sonja Sanders,,,2019/02/21 11:30:03+00,2019/07/15 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-034.aspx,,,,,,,,,,,,,,,,,,446715.6537475586,2948.0427485481537,"{'lng': -80.72875238148552, 'lat': 35.29985786000507}",35.29985786000507,-80.72875238148552
3761,569465,1990-049,,R-6,I-1,,no,,,,,,,,,,,,,,,,,,1990/07/16 00:00:00+00,App,,,,,,,,,,,,,,,,,,,29272.521606445312,697.2954938887434,"{'lng': -80.82587847767132, 'lat': 35.25567781668905}",35.25567781668905,-80.82587847767132
3762,569466,2019-102,City of Charlotte,I-1,TOD-CC,NC,no,none,NO,1772.0,1772.0,CMUD,CMUD,YES,126,,Corridor,Central,Scott Correll,Grant Meacci,Claire Lyte-Graham,,,2019/07/17 08:20:45+00,2019/11/18 08:21:04+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-102.aspx,,,,,,,,,,,,,,,,,,29350.581481933594,1246.67065551346,"{'lng': -80.87901150455313, 'lat': 35.18824598590266}",35.18824598590266,-80.87901150455313
3763,569467,2019-065,Charlotte Douglas International Airport,B-2,I-2,NC,no,Airport Noise,NO,15.17,15.17,CMUD,CMUD,YES,85,,Corridor,West,Gonzalez_Alberto,Grant Meacci,Lisa Arnold,,,2019/04/10 10:27:10+00,2019/09/16 08:44:38+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-065.aspx,,,,,,,,,,,,,,,,,,658145.7385253906,4701.773574542634,"{'lng': -80.96547243086714, 'lat': 35.23949810552971}",35.23949810552971,-80.96547243086714
3764,569468,1995-043,,"R-3, B-1SCD",B-1(CD),,no,,,,,,,,,,,,,,,,,,1995/06/26 00:00:00+00,App,,,,,,,,,,,,,,,,,,,242594.66888427731,2099.061543413301,"{'lng': -80.92797716406064, 'lat': 35.1470217455744}",35.1470217455744,-80.92797716406064
3765,569469,2019-102,City of Charlotte,I-2,TOD-UC,NC,no,none,NO,1772.0,1772.0,CMUD,CMUD,YES,89,,Corridor,East,Travis Johnson,Grant Meacci,Will Linville,,,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-102.aspx,,,,,,,,,,,,,,,,,,96908.56091308594,1463.4540530980044,"{'lng': -80.81674367314778, 'lat': 35.23977323001862}",35.23977323001862,-80.81674367314778
3766,569470,1990-024,,"R-9MF, I-1, I-2",BD(CD),Conditional,no,,,,,,,,,,,,,,,,,,1990/04/16 00:00:00+00,App,,,,,,,,,,,,,,,,,,,452172.8469238281,2823.26545420678,"{'lng': -80.89005493711237, 'lat': 35.23785571514854}",35.23785571514854,-80.89005493711237
3767,569471,2019-053,Hopper Communities,I-2,MUDD-O,CD,no,none,NO,2.65,2.65,CMUD,CMUD,YES,103,,Corridor,West,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,,,2019/03/22 14:13:30+00,2019/09/16 08:35:32+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-053.aspx,,,,,,,,,,,,,,,,,,87307.19470214844,1278.1573622149265,"{'lng': -80.87359521049973, 'lat': 35.22572093771402}",35.22572093771402,-80.87359521049973
3768,569472,2018-041,"Saussy Burbank,LLC",UR-2(CD),UR-2(CD),CD,SPA,none,NO,1.27,1.27,CMUD,CMUD,YES,89,,Wedge,East,Mandy Rosen,Monica Holmes,Sonja Sanders,,,2018/03/19 00:00:00+00,2018/07/16 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2018Petitions/Pages/2018-041.aspx,,,,,,,,,,,,,,,,,,53396.14514160156,927.1908064738208,"{'lng': -80.80073828250927, 'lat': 35.244769587003006}",35.244769587003006,-80.80073828250927
3769,569473,2012-014,Charlotte-Mecklenburg Planning Department,O-2,R-12MF,NC,no,None,NO,0.484,0.484,CMUD,CMUD,YES,102,,Corridor,Central,Goodwin_Alan,Dhindaw_Jaya,Lyte-Graham_Claire,,,2011/12/19 00:00:00+00,2012/04/16 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2012_Petitions/Pages/2012-014.aspx,YES,Resid12,,,,,,,,,,,,,,,,9696.46044921875,510.66004317012033,"{'lng': -80.82151077760525, 'lat': 35.21833330119101}",35.21833330119101,-80.82151077760525
3770,569474,1997-061(C),,R-12MF(CD),B-1(CD),,no,,,,,,,,,,,,,,,,,,1998/01/13 00:00:00+00,App,,,,,,,,,,,,,,,,,,,785663.0180664062,4086.365596681421,"{'lng': -80.71469211996634, 'lat': 35.33391329338924}",35.33391329338924,-80.71469211996634
3771,569475,1993-030,,O-2,I-2(CD),,no,,,,,,,,,,,,,,,,,,1993/07/19 00:00:00+00,App,,,,,,,,,,,,,,,,,,,16111.41943359375,515.6177646289893,"{'lng': -80.80985347788712, 'lat': 35.24258983091109}",35.24258983091109,-80.80985347788712
3772,569476,2017-153,"JDSI, LLC by Judson Stringfellow",R-3,R-6,NC,no,none,NO,13.99,13.99,CMUD,CMUD,YES,92,,Wedge,East,Amanda Rosen,Monica Holmes,Sonja Sanders,,,2017/09/25 00:00:00+00,2018/03/19 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2017Petitions/Pages/2017-153.aspx,,Resid6,,,,,,,,,,,,,,,,613807.6006469728,3378.045424225065,"{'lng': -80.68587225700387, 'lat': 35.24271986433866}",35.24271986433866,-80.68587225700387
3773,569477,2000-136,,UMUD,UMUD-O,,no,,,,,,,,,,,,,,,,,,2000/12/18 00:00:00+00,App,,,,,,,,,,,,,,,,,,,133682.91790771484,1515.9096580627456,"{'lng': -80.84731812564533, 'lat': 35.22677255470991}",35.22677255470991,-80.84731812564533
3774,569478,2012-055,"Charlotte Portfolio of Three, LLC",BD(CD),I-2(CD),CD,no,None,NO,17.0,17.0,,,,,,,,,,,,,,2012/07/16 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2012_Petitions/Pages/2012-055.aspx,NO,Mix26,,,,,,,,,,,,,,,,747202.3938598633,3505.0655036664,"{'lng': -80.93083240432223, 'lat': 35.177479717107246}",35.177479717107246,-80.93083240432223
3775,569479,2010-011,Steele Creek (1997) Ltd. Ptsp.,CC,CC,CD,SPA,LLW-PA,NO,2.3399,,,,,,,Wedge,Southwest,Gonzalez_Alberto,Goodwin_Alan,Manes_Tim,YES,,,2010/03/18 00:00:00+00,App, ,,Mix26,,,,,,,,,,,,,,,,101926.21002197266,1825.3661800346968,"{'lng': -80.97326308723599, 'lat': 35.1664111335367}",35.1664111335367,-80.97326308723599
3776,569480,2006-107,"Neighbors Restorations, LLC",R-8,UR-2(CD),CD,no,,,1.43,1.43,CMUD,CMUD,YES,"87,88",184,,Central,Neely_Cheryl,Howard_John,Drake_Tom,YES,Yes,2006/05/26 00:00:00+00,2006/12/18 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,70787.57012939452,1108.343153970802,"{'lng': -80.86206196685444, 'lat': 35.23981550315137}",35.23981550315137,-80.86206196685444
3777,569481,2006-157,"Harris, Murr & Vermillion LLC",B-1,CC,CD,no,,,42.5,42.5,CMUD,CMUD,YES,60,233,,Northeast,Cornett_Kathy,Howard_John,Keplinger_Tammie,YES,,2006/08/29 00:00:00+00,2007/02/19 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,954.7577514648438,155.53914655480844,"{'lng': -80.84041323630159, 'lat': 35.308492092536596}",35.308492092536596,-80.84041323630159
3778,569482,2003-026,,R-17MF,O-1(CD),,no,,,,,,,,,,,,,,,,,,2003/04/21 00:00:00+00,App,,,,,,,,,,,,,,,,,,,177937.26049804688,2005.0404505908086,"{'lng': -80.95978533976114, 'lat': 35.116629946127134}",35.116629946127134,-80.95978533976114
3779,569483,1990-006(C),,RU,R-PUD,,no,,,,,,,,,,,,,,,,,,1990/02/19 00:00:00+00,App,,,,,,,,,,,,,,,,,,,46982210.13555908,39467.789764395486,"{'lng': -80.76821175726079, 'lat': 35.3833064937856}",35.3833064937856,-80.76821175726079
3780,569484,1994-001,,"O-2, R-22MF, R-43MF",O-1(CD),,no,,,,,,,,,,,,,,,,,,1994/03/21 00:00:00+00,App,,,,,,,,,,,,,,,,,,,194468.95935058594,2175.7105210346726,"{'lng': -80.8251289854832, 'lat': 35.20743538872914}",35.20743538872914,-80.8251289854832
3781,569485,2012-006,Lomax Properties,MUDD-O,MUDD(CD),CD,no,None,NO,5.75,5.75,CMUD,CMUD,YES,103,,Wedge,Central,Goodwin_Alan,Dhindaw_Jaya,,,,2011/11/18 00:00:00+00,2012/03/19 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2012_Petitions/Pages/2012-006.aspx,NO,Resid17,,,,,,,,,,,,,,,,262597.4385986328,2070.80439068038,"{'lng': -80.87394748530042, 'lat': 35.22865325916354}",35.22865325916354,-80.87394748530042
3782,569486,2001-080,,B-1SCD,MUDD-O,,no,,,,,,,,,,,,,,,,,,2001/07/16 00:00:00+00,App,,,,,,,,,,,,,,,,,,,71973.35015869139,1155.024750784198,"{'lng': -80.828516363173, 'lat': 35.15422689713354}",35.15422689713354,-80.828516363173
3783,569487,2019-102,City of Charlotte,MUDD,TOD-UC,NC,no,none,NO,1772.0,1772.0,CMUD,CMUD,YES,102,,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,,,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-102.aspx,,,,,,,,,,,,,,,,,,21804.53039550781,599.1365905404174,"{'lng': -80.85825650193314, 'lat': 35.213671677482715}",35.213671677482715,-80.85825650193314
3784,569488,1986-021(C),,,B-2(CD),, ,,,,,,,,,,,,,,,,,,1986/12/01 00:00:00+00,,,,,,,,,,,,,,,,,,,,73684.2392578125,1153.9240014558534,"{'lng': -80.79874985669338, 'lat': 35.29708849987203}",35.29708849987203,-80.79874985669338
3785,569489,1986-035(C),,,B-1SCD,, ,,,,,,,,,,,,,,,,,,1986/06/16 00:00:00+00,,,,,,,,,,,,,,,,,,,,326813.6832885742,2360.3813733444463,"{'lng': -80.81506118226119, 'lat': 35.05291588082674}",35.05291588082674,-80.81506118226119
3786,569490,2009-070,"McAlpine-North Lake Landing, LLC",R-3,R-5(CD),CD,no,,,31.59,31.59,CMUD,CMUD,NO,50,411,Wedge,Northwest,McCullough_Melony,Goodwin_Alan,Manes_Tim,YES,,2009/07/27 00:00:00+00,2010/01/25 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2009Petitions/Pages/2009-070.aspx,,Resid5,,,,,,,,,,,,,,,,1396556.5846557615,6784.194644027813,"{'lng': -80.87198592428636, 'lat': 35.33860515872471}",35.33860515872471,-80.87198592428636
3787,569491,1990-035(C),,"R-15, B-D(CD)",INST(CD),,no,,,,,,,,,,,,,,,,,,1990/10/15 00:00:00+00,App,,,,,,,,,,,,,,,,,,,2681012.3442993164,7674.837303282627,"{'lng': -80.85321458946737, 'lat': 35.02739604587101}",35.02739604587101,-80.85321458946737
3788,569492,2019-102,City of Charlotte,MUDD,TOD-UC,NC,no,none,NO,1772.0,1772.0,CMUD,CMUD,YES,102,,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,,,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-102.aspx,,,,,,,,,,,,,,,,,,305778.3676147461,2680.5467859100945,"{'lng': -80.85457977115205, 'lat': 35.21546563099163}",35.21546563099163,-80.85457977115205
3789,569493,2011-025,Charlotte-Mecklenburg Housing Partnership. Inc.,UR-3(CD)(PED-O),UR-3(CD),CD,SPA,PED,NO,0.725,0.725,CMUD,CMUD,YES,88,184,Wedge,Central,Howard_John,Jones_Michelle,,,,2011/02/28 00:00:00+00,2011/05/23 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2011_Petitions/Pages/2011-025.aspx,,Residgt22,,,,,,,,,,,,,,,,38551.8056640625,981.0145490937354,"{'lng': -80.86061654986285, 'lat': 35.23723747567977}",35.23723747567977,-80.86061654986285
3790,569494,2018-109,"Eastgroup Properties, L.P.",I-1(CD),I-1(CD),CD,SPA,Airport Noise,NO,24.23,24.23,CMUD,CMUD,NO,"128,132",,Industrial Activity Center,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,,,2018/08/22 00:00:00+00,2018/12/17 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2018Petitions/Pages/2018-109.aspx,,,,,,,,,,,,,,,,,,1068943.5263061523,4523.295909541536,"{'lng': -80.95587342637253, 'lat': 35.16457607969094}",35.16457607969094,-80.95587342637253
3791,569495,1997-076,,O-1(CD),B-1(CD),,no,,,,,,,,,,,,,,,,,,1997/11/17 00:00:00+00,App,,,,,,,,,,,,,,,,,,,120893.26190185547,1373.611446069146,"{'lng': -80.75271044754496, 'lat': 35.2995778067469}",35.2995778067469,-80.75271044754496
3792,569496,2006-035,Charlotte-Mecklenburg Planning Commission,R-22MF,B-1,NC,no,,,,83.0,CMUD,CMUD,YES,88,,,Central,Neely_Cheryl,Howard_John,Howard_John,YES,,2005/12/07 00:00:00+00,2006/04/17 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,45412.223205566406,1223.9276438065178,"{'lng': -80.85794364959109, 'lat': 35.23803102086482}",35.23803102086482,-80.85794364959109
3793,569497,2011-051,"Woodfield Investments, LLC, Chad Hagler",I-2,TOD-M,NC,no,,NO,0.067,0.067,CMUD,CMUD,YES,110,,Corridor,South-Transit,Main_Kent,Goodwin_Alan,Lyte-Graham_Claire,,,2011/06/23 00:00:00+00,2011/10/17 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2011_Petitions/Pages/2011-051.aspx,,TOD-M,,,,,,,,,,,,,,,,3776.702697753906,549.3039117770072,"{'lng': -80.8677906796036, 'lat': 35.20308525840995}",35.20308525840995,-80.8677906796036
3794,569498,1991-062,,"O-6, B-1(CD), B-2, I-3",UR-2,,no,,,,,,,,,,,,,,,,,,1991/11/18 00:00:00+00,App,,,,,,,,,,,,,,,,,,,20939.40655517578,739.1680324723102,"{'lng': -80.82953291065246, 'lat': 35.224870541697896}",35.224870541697896,-80.82953291065246
3795,569499,1990-003(C),,R-12,I-2(CD),,no,,,,,,,,,,,,,,,,,,1990/02/19 00:00:00+00,App,,,,,,,,,,,,,,,,,,,2349010.083374024,5886.2116578246005,"{'lng': -80.72777200743674, 'lat': 35.28055912466606}",35.28055912466606,-80.72777200743674
3796,569500,2019-102,City of Charlotte,TOD-CC,TOD-UC,NC,no,none,NO,1772.0,1772.0,CMUD,CMUD,YES,110,,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,,,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-102.aspx,,,,,,,,,,,,,,,,,,688660.9853515625,4381.067740976107,"{'lng': -80.86347290151693, 'lat': 35.20770748764481}",35.20770748764481,-80.86347290151693
3797,569501,2006-006,Charlotte-Mecklenburg Planning Commission,I-1,TOD-M,NC,no,,,,,CMUD,CMUD,YES,102,17,,South-Transit,Harmon_Laura,Thilo_Dan,Main_Kent,YES,,2005/10/25 00:00:00+00,,Wd,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2006Petitions/Pages/2006-006.aspx,,,,,,,,,,,,,,,,,,133812.20166015625,1736.372778968085,"{'lng': -80.85724458732619, 'lat': 35.21645344977836}",35.21645344977836,-80.85724458732619
3798,569502,2004-075,Hickory Grove Baptist Church,R-3,INST,NC,no,,,1.6957,9.73,CMUD,CMUD,YES,99,73,,East,Mccullough_Melony, ,Waldron_Charlotte,YES, ,2004/02/26 00:00:00+00,2004/09/20 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,73867.89788818361,1204.4627574149922,"{'lng': -80.7227738987323, 'lat': 35.21808825825818}",35.21808825825818,-80.7227738987323
3799,569503,1999-129,,B-1,MUDD-O,,no,,,,,,,,,,,,,,,,,,2003/02/24 00:00:00+00,App,,,,,,,,,,,,,,,,,,,51663.23370361328,1009.7182230238826,"{'lng': -80.83977017268327, 'lat': 35.17422381588874}",35.17422381588874,-80.83977017268327
3800,569504,2019-069,CoHab LLC,R-5,NS,CD,no,none,NO,0.9,0.9,CMUD,CMUD,YES,89,,Wedge,East,Amanda Rosen,Grant Meacci,,,,2019/04/29 10:15:58+00,2020/03/16 00:00:00+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-069.aspx,,,,,,,,,,,,,,,,,,51209.67071533203,904.6413817511501,"{'lng': -80.80277014299811, 'lat': 35.24565554479262}",35.24565554479262,-80.80277014299811
3801,569505,2019-102,City of Charlotte,I-2,TOD-NC,NC,no,none,NO,1772.0,1772.0,CMUD,CMUD,YES,102,,Corridor,East,Travis Johnson,Grant Meacci,Will Linville,,,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-102.aspx,,,,,,,,,,,,,,,,,,56990.598815917976,1310.7455412788622,"{'lng': -80.82447126584415, 'lat': 35.23182431338996}",35.23182431338996,-80.82447126584415
3802,569506,2002-109,,R-5,MUDD-O,,no,,,,,,,,,,,,,,,,,,2002/11/18 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2002/2002-109%20approved%20site%20plan.pdf,,,,,,,,,,,,,,,,,,11571.044311523438,454.2279032585276,"{'lng': -80.80817094618139, 'lat': 35.24532596221064}",35.24532596221064,-80.80817094618139
3803,569507,1995-087,,"B-1(CD), R-17MF",O-1(CD),,no,,,,,,,,,,,,,,,,,,1996/01/22 00:00:00+00,App,,,,,,,,,,,,,,,,,,,219677.35443115234,2379.8651408535025,"{'lng': -80.92049263147771, 'lat': 35.24174976164855}",35.24174976164855,-80.92049263147771
3804,569508,1993-101C,,I-2,R-5,,no,,,,,,,,,,,,,,,,,,1993/11/08 00:00:00+00,App,,,,,,,,,,,,,,,,,,,159897.14404296875,2006.1066391684774,"{'lng': -80.82417005258174, 'lat': 35.25219684443606}",35.25219684443606,-80.82417005258174
3805,569509,1995-046(C),,R-3,RE-3,,no,,,,,,,,,,,,,,,,,,1995/11/14 00:00:00+00,App,,,,,,,,,,,,,,,,,,,944636.6701660156,4152.905532180099,"{'lng': -80.74603872281288, 'lat': 35.33453372848558}",35.33453372848558,-80.74603872281288
3806,569510,1995-045,,O-6(CD),O-2(CD),,no,,,,,,,,,,,,,,,,,,1995/07/17 00:00:00+00,App,,,,,,,,,,,,,,,,,,,336596.58123779297,2298.037680132063,"{'lng': -80.88983397721701, 'lat': 35.30229318752422}",35.30229318752422,-80.88983397721701
3807,569511,1986-033(C),,,R-12MF,, ,,,,,,,,,,,,,,,,,,1986/06/16 00:00:00+00,,,,,,,,,,,,,,,,,,,,425962.62811279297,3489.003880632977,"{'lng': -80.88709368447374, 'lat': 35.10528730576932}",35.10528730576932,-80.88709368447374
3808,569512,1993-024(C),,R-9PUD,R-17MF(CD),,no,,,,,,,,,,,,,,,,,,1993/10/18 00:00:00+00,App,,,,,,,,,,,,,,,,,,,4672614.385314941,10537.854549553713,"{'lng': -80.87066440794413, 'lat': 35.346043556036435}",35.346043556036435,-80.87066440794413
3809,569513,2019-102,City of Charlotte,I-2,TOD-NC,NC,no,none,NO,1772.0,1772.0,CMUD,CMUD,YES,89,,Corridor,East,Travis Johnson,Grant Meacci,Will Linville,,,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-102.aspx,,,,,,,,,,,,,,,,,,178187.0224609375,1702.4691158081368,"{'lng': -80.82079694554437, 'lat': 35.23627464480813}",35.23627464480813,-80.82079694554437
3810,569514,1987-001(C),,,R-PUD,, ,,,,,,,,,,,,,,,,,,1987/03/09 00:00:00+00,,,,,,,,,,,,,,,,,,,,6552565.125244142,12492.291125887095,"{'lng': -80.96862242501805, 'lat': 35.338474362626506}",35.338474362626506,-80.96862242501805
3811,569515,2019-043,"Diamondback Acquisitions Company, LLC",R-3,MX-2,CD,no,LLW-PA,NO,43.58,43.58,CMUD,CMUD,YES,"65,66,83,82",,Wedge,West,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,,,2019/03/06 15:42:21+00,2019/07/15 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-043.aspx,,,,,,,,,,,,,,,,,,1856730.7794799802,8438.70285225467,"{'lng': -80.97999599740295, 'lat': 35.27925208940969}",35.27925208940969,-80.97999599740295
