OBJECTID,Petition,Petitioner,FromZone,ToZone,Type,SPA,Overlay,INNOV,Acres,PetAcres,Water,Sewer,CityLimit,ZoningMap,ODZ,CCW,ServiceArea,LuseStaff,UrbanDesign,RezoneStaff,Consistent,ProtestPet,Received,Approved,Decision,Hyperlink,Corrective,Propluse,AdminAppr,AdminApprD,AdminApprP,AdminApprC,SFLOTS,THUNITS,CONDOS,APT,TOTUNITS,OFFICE,RETAIL,HOTELRMS,PARKING,OPENSP,ACRESITE,SHAPESTArea,SHAPESTLength,centroid
569322,1991-037(C),,R-12PUD,R-12PUD,,SPA,,,,,,,,,,,,,,,,,,1991/11/18 00:00:00+00,App,,,,,,,,,,,,,,,,,,,25132594.92730713,40022.756110182854,"{'lng': -80.83131273248783, 'lat': 35.047909354689246}"
569323,2015-081,"Selwyn Property Group Investments, LLC",R-22MF,UR-2(CD),CD,no,none,NO,0.4,0.4,CMUD,CMUD,YES,111,,Wedge,,Cornett_Kathy,Dixon_Bridget,Fortune_Solomon,,NO,2015/04/27 00:00:00+00,2015/09/21 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2015Petitions/Pages/2015-081.aspx,NO,Resid22,,,,,,,,,,,,,,,,24788.230834960938,656.6398612816162,"{'lng': -80.84271141130132, 'lat': 35.20439052897868}"
569324,2018-169,Charlotte Planning Design & Development Department,TOD-M,TOD-CC,NC,no,none,NO,0.43,0.43,CMUD,CMUD,YES,89,,Corridor,East,Mandy Rosen,Monica Holmes,Sonja Sanders,,,2018/12/14 10:56:25+00,2019/04/15 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2018Petitions/Pages/2018-169.aspx,,,,,,,,,,,,,,,,,,22047.965087890625,602.0726057701725,"{'lng': -80.8120169530795, 'lat': 35.24359105643681}"
569325,1996-077,,R-3,R-8MF(CD),,no,,,,,,,,,,,,,,,,,,1997/02/24 00:00:00+00,App,,,,,,,,,,,,,,,,,,,61625.58874511719,1195.9161343503097,"{'lng': -80.84458449136419, 'lat': 35.152707956784575}"
569326,2003-081A,,R-22MF,R-17MF,,no,,,,,,,,,,,,,,,,,,2003/10/20 00:00:00+00,App,,,,,,,,,,,,,,,,,,,131168.73999023438,1476.991039762793,"{'lng': -80.76798552863293, 'lat': 35.21280898662269}"
569327,1990-008(C),,R-15,R-12MF(CD),,no,,,,,,,,,,,,,,,,,,1990/05/21 00:00:00+00,App,,,,,,,,,,,,,,,,,,,2013175.4729614258,6644.199360826273,"{'lng': -80.76379960457831, 'lat': 35.10722563931971}"
569328,1988-079,,"B-2(CD), B-1(CD)",B-1(CD),,no,,,,,,,,,,,,,,,,,,1988/10/17 00:00:00+00,App,,,,,,,,,,,,,,,,,,,69682.12292480469,1078.5131654430324,"{'lng': -80.88464779256013, 'lat': 35.19910601964543}"
569329,2019-055,Movement Resources,B-1 SCD,MUDD-O,CD,no,none,NO,4.19,4.19,CMUD,CMUD,YES,113,,Mixed Use Activity Center,East,Amanda Avari,Grant Meacci,Sonja Sanders,,,2019/03/28 17:01:01+00,2019/09/16 08:37:17+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-055.aspx,,,,,,,,,,,,,,,,,,193882.32904052734,1905.418760576198,"{'lng': -80.7556554377815, 'lat': 35.209577937878244}"
569330,1994-008(C),,I-1(CD),I-1(CD),,SPA,,,,,,,,,,,,,,,,,,1994/03/21 00:00:00+00,App,,,,,,,,,,,,,,,,,,,1064595.2881469727,4614.592346733171,"{'lng': -80.88866636018513, 'lat': 35.10719853682775}"
569331,2013-018,Ralph Wood,R-3,MUDD-O,CD,no,CR/LW-PA,NO,3.45,3.45,Various,CMUD,YES,66,,Wedge,,,,,,,2012/11/26 00:00:00+00,2013/06/17 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2013Petitions/Pages/2013-018.aspx,NO,Resid4,,,,,,,,,,,,,,,,222851.05657958984,3228.2149663459413,"{'lng': -80.9565669797513, 'lat': 35.2966310017323}"
569332,1996-060,,R-3,R-12MF(CD),,no,,,,,,,,,,,,,,,,,,1996/10/21 00:00:00+00,App,,,,,,,,,,,,,,,,,,,654891.7794189453,3321.3813237190193,"{'lng': -80.69151790206979, 'lat': 35.207585822544736}"
569333,2004-105,The Charlotte-Mecklenburg Planning Commission,B-1,R-8,NC,no,,,1.4384,0.0,CMUD,CMUD,YES,"101,102",94,,Southeast-Transit,Johnson_Garet, ,Waldron_Charlotte,YES, ,2004/06/18 00:00:00+00,2004/11/15 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,62660.735595703125,1699.6741544431568,"{'lng': -80.82126728787007, 'lat': 35.219410350705296}"
569334,1994-090,,R-9MF(CD),R-12MF(CD),,no,,,,,,,,,,,,,,,,,,1994/12/05 00:00:00+00,App,,,,,,,,,,,,,,,,,,,321732.4274902344,2462.5318406929105,"{'lng': -80.73110129604376, 'lat': 35.23137744217851}"
569335,2015-012,Charlotte-Mecklenburg Planning Department,NS,TOD,NC,no,none,NO,0.038,0.038,CMUD,CMUD,YES,89,,Wedge,Central,Cornett_Kathy,Goodwin_Alan,Lyte-Graham_Claire,,NO,2014/11/20 00:00:00+00,,Wd,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2015Petitions/Pages/2015-012.aspx,,,,,,,,,,,,,,,,,,10239.859924316406,437.2424919030004,"{'lng': -80.80526196486463, 'lat': 35.24616268971427}"
569336,2005-099,Central Piedmont Community College,B-2,MUDD-O,CD,no,,,1.0328,1.186,CMUD,CMUD,YES,99,094,,Central,Neely_Cheryl,Howard_John,Sanders_Sonja,YES,,2005/04/21 00:00:00+00,2005/07/18 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2005/2005-099%20Approved%20Site%20Plan.pdf,,,,,,,,,,,,,,,,,,44990.14929199219,866.4645038551337,"{'lng': -80.82884495696884, 'lat': 35.214314817030896}"
569337,1991-033(C),,R-9PUD,R-9PUD,,no,,,,,,,,,,,,,,,,,,1991/10/21 00:00:00+00,App,,,,,,,,,,,,,,,,,,,76643.11987304688,1202.3835143710583,"{'lng': -80.81190267003778, 'lat': 35.33893499439535}"
569338,2016-132,"Richter Development, LLC",R-3,UR-2(CD),CD,no,none,NO,2.01,2.01,CMUD,CMUD,YES,136,,Wedge,South,Main_Kent,Grant Meacci,John Kinley,,,2016/08/18 00:00:00+00,2017/02/20 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2016Petitions/Pages/2016-132.aspx,,,,,,,,,,,,,,,,,,93382.9375,1770.8743127160546,"{'lng': -80.79098079569462, 'lat': 35.156521881389295}"
569339,2020-041,"Bucci Development Company, LLC",B-1,O-2,NC,no,none,NO,1.118,1.118,CMUD,CMUD,YES,111,,Wedge,,Travis Johnson,,,,,2020/02/25 15:18:20+00,,Wd,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2020Petitions/Pages/2020-041.aspx,,,,,,,,,,,,,,,,,,59264.390869140625,991.3577064663948,"{'lng': -80.82502518848985, 'lat': 35.203435696042426}"
569340,1997-100,,B-1SCD,B-1(CD),,no,,,,,,,,,,,,,,,,,,1998/01/20 00:00:00+00,App,,,,,,,,,,,,,,,,,,,89936.00830078125,1296.2745090942822,"{'lng': -80.73653623863297, 'lat': 35.23639571362189}"
569341,2015-016,"Tounchstone Village, LLC",B-1(CD),NS,CD,no,none,NO,10.24,10.24,CMUD,CMUD,YES,167,,Mixed Use Activity Center,South,Main_Kent,Dixon_Bridget,Sanders_Sonja,,NO,2014/11/24 00:00:00+00,2015/03/16 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2009Petitions/Pages/2015-016.aspx,,Mix19,,,,,,,,,,,,,,,,505904.04083251953,3943.025076685101,"{'lng': -80.82938406156158, 'lat': 35.079598895411905}"
569342,1991-026(C),,"I-1(CD), R-6MF, I-1",I-1(CD),,no,,,,,,,,,,,,,,,,,,1991/10/21 00:00:00+00,App,,,,,,,,,,,,,,,,,,,2545282.694580078,7020.833753129909,"{'lng': -80.91789908863953, 'lat': 35.19845380339894}"
569343,2008-069,Charlotte Douglas Airport,I-2(CD),I-2,NC,no,,,,,,,,,,Center,Southwest,Alberto Gonzalez,Alan Goodwin,Tammy Keplinger,YES,,2008/02/04 00:00:00+00,2008/07/21 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,1232389.5729980469,4774.994543946685,"{'lng': -80.96018563507297, 'lat': 35.20672819752983}"
569344,1995-012,,"I-1, R-22MF",O-1,,no,,,,,,,,,,,,,,,,,,1995/03/20 00:00:00+00,App,,,,,,,,,,,,,,,,,,,325031.1860961914,2354.7134119333773,"{'lng': -80.90837993668347, 'lat': 35.22671384421183}"
569345,2018-169,Charlotte Planning Design & Development Department,TOD-M,TOD-CC,NC,no,,,10.55,10.55,CMUD,CMUD,YES,"110,126",157,Corridor,South-Transit,Main_Kent,Vincent_Kourtnie,Fortune_Solomon,YES,,2018/12/14 00:00:00+00,2019/04/15 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,427082.96588134766,2812.374007309849,"{'lng': -80.87644359417611, 'lat': 35.18933345052268}"
569346,1995-051,,R-8,R-8MF(CD),,no,,,,,,,,,,,,,,,,,,1995/07/17 00:00:00+00,App,,,,,,,,,,,,,,,,,,,21659.798889160156,622.8839139341206,"{'lng': -80.89759016183082, 'lat': 35.21182139762208}"
569347,2005-145,Charlotte-Mecklenburg Planning Commission,I-2,I-1,NC,no,,,8.116,57.0,CMUD,CMUD,YES,103,"182,83",,West-Transit,Main_Kent,Howard_John,Main_Kent,YES,,2005/07/24 00:00:00+00,2005/11/21 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,353535.38610839844,3358.638097647716,"{'lng': -80.86650600145624, 'lat': 35.227193965644}"
569348,2009-023,"Cashel Rock Investors, Dean R. DeVillers",I-1,I-1(CD),CD,no,,,3.23,3.23,CMUD,CMUD,YES,,,Corridor,South,Osborne_Alysia,Jones_Michelle,Drake_Tom,NO,,2008/12/22 00:00:00+00,2009/04/20 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2009Petitions/Pages/2009-023.aspx,,,,,,,,,,,,,,,,,,170031.3466796875,1754.833711039332,"{'lng': -80.7416189820012, 'lat': 35.14365957399052}"
569349,1992-012,,O-2,R-4,,no,,,,,,,,,,,,,,,,,,1992/03/16 00:00:00+00,App,,,,,,,,,,,,,,,,,,,490108.82305908203,3212.111707549399,"{'lng': -80.90266649163289, 'lat': 35.171260966386875}"
569350,1988-065(C),,B-2,I-1(CD),,no,,,,,,,,,,,,,,,,,,1989/01/17 00:00:00+00,App,,,,,,,,,,,,,,,,,,,381300.552734375,2543.780239844615,"{'lng': -80.98616642279198, 'lat': 35.241158003047445}"
569351,2017-113,"Kolter Homes, LLC",MX-1(INNOV),NS,CD,no,none,NO,8.3,8.3,CMUD,CMUD,YES,97,,Wedge,East,Amanda Vari,Monica Holmes,Sanders_Sonja,,,2017/06/23 00:00:00+00,2017/11/20 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2017Petitions/Pages/2017-113.aspx,,Resid4,,,,,,,,,,,,,,,,402508.1890258789,2658.2148920349755,"{'lng': -80.64465707916946, 'lat': 35.22755370408907}"
569352,2019-102,City of Charlotte,I-2,TOD-UC,NC,no,none,NO,1772.0,1772.0,CMUD,CMUD,YES,102,,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,,,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-102.aspx,,,,,,,,,,,,,,,,,,45786.88488769531,869.4285388473362,"{'lng': -80.85643026079414, 'lat': 35.22044532538241}"
569353,2005-116,Charlotte Mecklenburg Planning Commission,I-2,TOD-M,NC,no,,,3.3922,2.5563,CMUD,CMUD,YES,"110,111",152,,South-Transit,Main_Kent,Thilo_Dan,Manes_Tim,YES,,2005/04/27 00:00:00+00,2005/10/19 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,147765.81225585938,1527.7272118000196,"{'lng': -80.86097685256657, 'lat': 35.210215863903585}"
569354,1987-020(C),,,R-12(CD),, ,,,,,,,,,,,,,,,,,,1987/07/20 00:00:00+00,,,,,,,,,,,,,,,,,,,,2154523.6838378906,6020.166244781521,"{'lng': -80.69633421088919, 'lat': 35.31700463118647}"
569355,2008-068,"Southern Holding IV, LLC",R-9PUD,NS,CD,no,,,11.05,11.05,CMUD,CMUD,NO,28,454,Wedge,Northeast,Cornett_Kathy,Alan Goodwin,Lyte-Graham_Claire,YES,,2008/02/04 00:00:00+00,2008/07/21 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,557267.7559204102,3132.0997182270426,"{'lng': -80.77337562088147, 'lat': 35.39187385854744}"
569356,1986-068,,,I-1(CD),, ,,,,,,,,,,,,,,,,,,1986/07/21 00:00:00+00,,,,,,,,,,,,,,,,,,,,108409.75274658203,3696.138398956888,"{'lng': -80.88802135998871, 'lat': 35.112681021593055}"
569357,2007-104,New Bethel Church Ministries Inc.,R-22MF,UR-3(CD),CD,no,,,4.47,4.47,CMUD,CMUD,YES,88,184,Wedge,Central,Burnham_Greg,Dhindaw_Jaya,Lyte-Graham_Claire,YES,,2007/05/25 00:00:00+00,2007/10/17 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,3660.2223510742188,428.6981293918861,"{'lng': -80.8609964368637, 'lat': 35.237410833070896}"
569358,2014-039,John M. Meyer,B-1,MUDD-O,CD,no,none,NO,0.145,0.145,CMUD,CMUD,YES,89,,Corridor,Northeast,Cornett_Kathy,Goodwin_Alan,,,,2014/03/14 00:00:00+00,2014/07/21 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2014Petitions/Pages/2014-039.aspx,,Res_Off_Retail,,,,,,,,,,,,,,,,8722.795288085938,427.61453518051377,"{'lng': -80.805272139586, 'lat': 35.24759671971756}"
569359,2001-047,,R-3,UR-2(CD),,no,,,,,,,,,,,,,,,,,,2001/07/16 00:00:00+00,App,,,,,,,,,,,,,,,,,,,316842.4210205078,2826.5460770570007,"{'lng': -80.74696148889464, 'lat': 35.16915413450154}"
569360,2018-169,Charlotte Planning Design & Development Department,TOD-M,TOD-CC,NC,no,none,NO,0.45,0.45,CMUD,CMUD,YES,110,,Corridor,Central,Cornett_Kathy,Goodwin_Alan,Fortune_Solomon,,,2018/12/14 00:00:00+00,2019/04/15 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2016Petitions/Pages/2016-036.aspx,,TOD-M,,,,,,,,,,,,,,,,29959.587951660156,728.0309322778465,"{'lng': -80.8750154601363, 'lat': 35.19482569539262}"
569361,2002-104,,R-3,R-8MF(CD),,no,,,,,,,,,,,,,,,,,,2002/11/18 00:00:00+00,App,,,,,,,,,,,,,,,,,,,256510.5107421875,2842.7758515511105,"{'lng': -80.85708926728192, 'lat': 35.343238728442415}"
569362,2019-114,The Charlotte-Mecklenburg Hospital Authority,R-22MF,MUDD-O,CD,no,PED,NO,70.53,70.53,CMUD,CMUD,YES,111,,Wedge,Central,Scott Correll,Grant Meacci,Claire Lyte-Graham,,,2019/07/17 10:11:25+00,2020/06/15 00:00:00+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-114.aspx,,,,,,,,,,,,,,,,,,183871.57482910156,2013.4755898526969,"{'lng': -80.8402066266044, 'lat': 35.200765690814556}"
569363,1988-048(C),,"B-2, R-9",B-1SCD,,no,,,,,,,,,,,,,,,,,,1988/11/21 00:00:00+00,App,,,,,,,,,,,,,,,,,,,913767.4983520508,3831.510277913868,"{'lng': -80.73398669593684, 'lat': 35.15935963608294}"
569364,2019-028,HHHunt,R-3,R-12MF,CD,no,none,NO,26.71,26.71,CMUD,CMUD,YES,93,,Wedge,East,Amanda Avari,Grant Meacci,Sonja Sanders,,,2019/02/15 09:03:43+00,2019/12/16 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-028.aspx,,,,,,,,,,,,,,,,,,42791.486267089844,850.1556954007997,"{'lng': -80.65869263861246, 'lat': 35.25137342579042}"
569365,2016-045,"Pamlico Investments, Inc.",R-22MF,MUDD-O,CD,no,none,NO,1.37,1.37,CMUD,CMUD,YES,102,,Corridor,,Amanda Vari,Monica Holmes,Sanders_Sonja,,,2016/01/25 00:00:00+00,2016/05/16 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2016Petitions/Pages/2016-045.aspx,,Mix19,,,,,,,,,,,,,,,,55205.64141845703,1173.0638956477223,"{'lng': -80.82758516263938, 'lat': 35.22361706453404}"
569366,2006-166,LNR Property Corporation c/o Mr. Tom Creasy,O-3,MUDD-O,CD,no,,,10.6,10.6,CMUD,CMUD,YES,135,115,,South,Main_Kent,Thilo_Dan,Drake_Tom,YES,,2006/09/22 00:00:00+00,2007/01/16 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,152276.9761352539,2347.6096074858397,"{'lng': -80.83833912771948, 'lat': 35.15042415286468}"
569367,2009-042,Lincoln Harris LLC,CC,MUDD-O,NC,no,,,24.0,24.0,CMUD,CMUD,YES,"57, 54",458,Corridor,Northeast-Transit,Cornett_Kathy,Jones_Michelle,Keplinger_Tammie,YES,,2009/03/23 00:00:00+00,2009/07/20 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2009Petitions/Pages/2009-042.aspx,,,,,,,,,,,,,,,,,,1196098.624572754,5059.678329385646,"{'lng': -80.73659817450788, 'lat': 35.321743788655844}"
569368,2019-011,"Milestone Investments, LLC",O-1(CD),UR-2(CD),CD,no,none,NO,13.17,13.17,CMUD,CMUD,YES,"126,127",,Mixed Use Activity Center,West,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,,,2019/01/11 10:23:21+00,2019/05/20 14:37:58+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-011.aspx,,,,,,,,,,,,,,,,,,624204.0532226562,3460.4800502955163,"{'lng': -80.9010113972761, 'lat': 35.18416739196711}"
569369,2004-037,Crosland Inc.,CC,CC,CD,SPA,,,61.6757,58.0, , ,YES,"181,186",334,,South,Main_Kent,Dixon_Bridget,Manes_Tim,YES, ,2003/12/22 00:00:00+00,2004/04/19 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2004/2004-037%20approved%20site%20plan.pdf,,,,,,,,,,,,,,,,,,2686587.6224365234,6444.051141287413,"{'lng': -80.80864883110377, 'lat': 35.03627942334616}"
569370,2000-056,,B-1,MUDD-O,,no,,,,,,,,,,,,,,,,,,2000/10/18 00:00:00+00,App,,,,,,,,,,,,,,,,,,,17057.809509277344,526.3577719706051,"{'lng': -80.80578702426196, 'lat': 35.24676020699735}"
569371,2019-053,Hopper Communities,O-1,MUDD-O,CD,no,none,NO,2.65,2.65,CMUD,CMUD,YES,103,,Corridor,West,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,,,2019/03/22 14:13:30+00,2019/09/16 08:35:19+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-053.aspx,,,,,,,,,,,,,,,,,,37341.186279296875,812.2983629115688,"{'lng': -80.87332722922336, 'lat': 35.22546336146891}"
569372,2018-169,Charlotte Planning Design & Development Department,TOD-M,TOD-CC,NC,no,none,NO,0.6,0.6,CMUD,CMUD,YES,102,,Corridor,Central,Main_Kent,Goodwin_Alan,,,NO,2018/12/14 00:00:00+00,2019/04/15 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2013Petitions/Pages/2013-088.aspx,NO,TOD-M,,,,,,,,,,,,,,,,43849.84326171875,1037.6693131055329,"{'lng': -80.85216783544588, 'lat': 35.21894089616682}"
569373,2005-099,Central Piedmont Community College,B-2,MUDD-O,CD,no,,,0.7434,1.186,CMUD,CMUD,YES,99,094,,Central,Neely_Cheryl,Howard_John,Sanders_Sonja,YES,,2005/04/21 00:00:00+00,2005/07/18 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2005/2005-099%20Approved%20Site%20Plan.pdf,,,,,,,,,,,,,,,,,,32383.28759765625,748.226402260655,"{'lng': -80.82871309525247, 'lat': 35.215876063921954}"
569374,2001-074,,"R-3, INST(CD)",INST,,no,,,,,,,,,,,,,,,,,,2001/07/16 00:00:00+00,App,,,,,,,,,,,,,,,,,,,1214792.4909667969,5645.610962508897,"{'lng': -80.81385904925416, 'lat': 35.05483279191789}"
569375,1986-034(C),,,B-1,, ,,,,,,,,,,,,,,,,,,1986/06/16 00:00:00+00,,,,,,,,,,,,,,,,,,,,513007.302734375,4773.586899691434,"{'lng': -80.88250599096827, 'lat': 35.106226054637034}"
569376,1996-011(C),,R-4,R-12MF(CD),,no,,,,,,,,,,,,,,,,,,1996/07/02 00:00:00+00,App,,,,,,,,,,,,,,,,,,,1719866.762145996,5746.886990458614,"{'lng': -80.80532665260095, 'lat': 35.33473502370415}"
569377,2002-109,,R-5,MUDD-O,,no,,,,,,,,,,,,,,,,,,2002/11/18 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2002/2002-109%20approved%20site%20plan.pdf,,,,,,,,,,,,,,,,,,12720.587280273438,468.15314756144573,"{'lng': -80.80957682059643, 'lat': 35.24451357519887}"
569378,2011-071,Krzysztof Broszkiewicz,I-2,B-2(CD),CD,no,,,1.02,1.02,,,,,,Corridor,Central,Gonzalez_Alberto,Dhindaw_Jaya,Fortune_Solomon,,,,2012/01/17 00:00:00+00,Den,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2011_Petitions/Pages/2011-071.aspx,NO,,,,,,,,,,,,,,,,,12219.497375488281,537.1482205455511,"{'lng': -80.788525645108, 'lat': 35.24787083307562}"
569379,2012-013,Marc H. Silverman,I-1(CD),I-2(CD),CD,no,None,NO,21.376,21.376,CMUD,CMUD,YES,150,,Industrial Activity Center,Southwest,Gonzalez_Alberto,Goodwin_Alan,Fortune_Solomon,,,2011/12/02 00:00:00+00,2012/04/16 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2012_Petitions/Pages/2012-013.aspx,NO,Ind,,,,,,,,,,,,,,,,125106.0073852539,1999.5730546850534,"{'lng': -80.94782784033534, 'lat': 35.134880130198404}"
569380,1994-020C,,R-17MF,R-8,,no,,,,,,,,,,,,,,,,,,1994/04/18 00:00:00+00,App,,,,,,,,,,,,,,,,,,,422179.7731933594,2840.9088335985343,"{'lng': -80.75544289044657, 'lat': 35.14855275976273}"
569381,2006-035,Charlotte-Mecklenburg Planning Commission,I-2,INST,NC,no,,,,83.0,CMUD,CMUD,YES,88,,,Central,Neely_Cheryl,Howard_John,Howard_John,YES,,2005/12/07 00:00:00+00,2006/04/17 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,333787.44299316406,3173.8238926832933,"{'lng': -80.85058753959308, 'lat': 35.24358050849071}"
569382,1988-095,,R-12(CD),O-15(CD),,no,,,,,,,,,,,,,,,,,,1989/01/17 00:00:00+00,App,,,,,,,,,,,,,,,,,,,2951627.5100097656,7347.467485849844,"{'lng': -80.91291620215587, 'lat': 35.14480189345174}"
569383,2008-105,"Phillips Development and Realty, LLC",O-2(CD),O-2(CD),CD,SPA,,,41.19,41.19,CMUD,CMUD,YES,58,264,Corridor,Northeast-Transit,Cornett_Kathy,Dhindaw_Jaya,Lyte-Graham_Claire,YES,,2008/04/24 00:00:00+00,2008/07/21 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,340389.3601074219,3328.5486843770395,"{'lng': -80.75743004264046, 'lat': 35.30696998384105}"
569384,2006-125,The Drakeford Company,B-1,MUDD,NC,no,,,7.2,7.2,,,YES,88,209,,Central,Burnham_Greg,Thilo_Dan,Sanders_Sonja,WD,,2006/06/14 00:00:00+00,,Wd, ,,,,,,,,,,,,,,,,,,392791.1450805664,2626.754017161931,"{'lng': -80.83751409438973, 'lat': 35.24460961989331}"
569385,2006-078,"Pappas Properties, LLC",R-3,MX-1,CD,no,LLW-PA,,,,CMUD,CMUD,YES,132,366,,Southwest,Lyte-Graham_Claire,Vincent_Kourtnie,Manes_Tim,YES,,,2006/07/17 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,959194.2632446289,4771.897697770385,"{'lng': -80.97538280071917, 'lat': 35.159348603875905}"
569386,2010-065,"Levine Properties, Inc.",UMUD-O,UMUD-O,CD,SPA,,NO,,,CMUD,CMUD,YES,102,25,Mixed Use Activity Center,Center,Thilo_Dan,Thilo_Dan,Sanders_Sonja,YES,,,2010/11/15 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2010_Petitions/Pages/2010-065.aspx,,Res_Off_Retail,,,,,,,,,,,,,,,,11706.069763183594,490.82450387935484,"{'lng': -80.83620456921459, 'lat': 35.22824382641711}"
569387,2009-025,"McCarley Developers, LLC",MX-2(,INST,CD,no,,,13.81,13.81,CMUD,CMUD,YES,185,,Wedge,South,Main_Kent,Dixon_Bridget,Sanders_Sonja,NO,,2009/03/20 00:00:00+00,,Wd,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2009Petitions/Pages/2009-025.aspx,,,,,,,,,,,,,,,,,,602547.4815673828,3814.1799281293193,"{'lng': -80.85286221616136, 'lat': 35.02607877338724}"
569388,2019-115,"Northwood Development, LLC",O-3(CD),MUDD-O,CD,no,none,NO,454.24,454.24,CMUD,CMUD,YES,"176,182",,Mixed Use Activity Center,South,Scott Correll,Grant Meacci,John Kinley,,,2019/07/19 09:39:22+00,2020/06/15 00:00:00+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-115.aspx,,,,,,,,,,,,,,,,,,10868447.722290039,22953.77849104552,"{'lng': -80.84190685997358, 'lat': 35.05900934310276}"
569389,2014-026,Abigail Jennings: Pioneer Springs Community School,B-1(CD),B-1(CD),CD,SPA,none,NO,,,CMUD,CMUD,YES,43,,Wedge,Northeast,,Goodwin_Alan,Lyte-Graham_Claire,,NO,2013/12/23 00:00:00+00,2014/03/17 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2014Petitions/Pages/2014-026.aspx,,Inst,,,,,,,,,,,,,,,,45766.49694824219,856.5467206939536,"{'lng': -80.82296065338461, 'lat': 35.347174140818375}"
569390,2000-006(C),,R-3,R-4,,no,,,,,,,,,,,,,,,,,,2000/02/08 00:00:00+00,App,,,,,,,,,,,,,,,,,,,819725.3480834961,4810.934922957637,"{'lng': -80.7716924406311, 'lat': 35.3929174804826}"
569391,1999-037,,R-4,R-8MF(CD),,no,,,,,,,,,,,,,,,,,,1999/04/19 00:00:00+00,App,,,,,,,,,,,,,,,,,,,805233.1971435547,4455.730010703672,"{'lng': -80.93334133861671, 'lat': 35.30030787220444}"
569392,1988-073,,R-6MF,R-6,,no,,,,,,,,,,,,,,,,,,1988/10/17 00:00:00+00,App,,,,,,,,,,,,,,,,,,,6799701.826293945,22433.883126806413,"{'lng': -80.8176976691681, 'lat': 35.23058589346577}"
569393,1990-044(C),,INST,R-12,,no,,,,,,,,,,,,,,,,,,1990/11/19 00:00:00+00,App,,,,,,,,,,,,,,,,,,,852283.7030029297,4060.7184307098446,"{'lng': -80.72941596288489, 'lat': 35.31745812311076}"
569394,1990-001,,B-1SCD,B-1SCD,,SPA,,,,,,,,,,,,,,,,,,1990/02/19 00:00:00+00,App,,,,,,,,,,,,,,,,,,,600117.4635620117,3995.123539127523,"{'lng': -80.72555580465819, 'lat': 35.14497764147246}"
